한자표기,읽기(히라가나),품사,JLPT레벨
"損","そん","名詞","N2"
"損害","そんがい","名詞","N2"
"損得","そんとく","名詞","N2"
"他","た","名詞","N2"
"他人","たにん","名詞","N2"
"太鼓","たいこ","名詞","N2"
"太陽","たいよう","名詞","N2"
"唾","つば","名詞","N2"
"妥当","だとう","名詞","N2"
"打ち合わせ","うちあわせ","名詞","N2"
"打ち消す","うちけす","動詞","N2"
"楕円·橢円","だえん","名詞","N2"
"体系","たいけい","名詞","N2"
"体制","たいせい","名詞","N2"
"体積","たいせき","名詞","N2"
"体操","たいそう","名詞","N2"
"対する","たいする","動詞","N2"
"対照","たいしょう","名詞","N2"
"対象","たいしょう","名詞","N2"
"対立","たいりつ","名詞","N2"
"帯","おび","名詞","N2"
"待ち合わせる","まちあわせる","動詞","N2"
"待合室","まちあいしつ","名詞","N2"
"替える·換える","かえる","動詞","N2"
"滞在","たいざい","名詞","N2"
"袋","ふくろ","名詞","N2"
"貸し","かし","名詞","N2"
"貸家","かしや","名詞","N2"
"貸間","かしま","名詞","N2"
"退く","どく","動詞","N2"
"退ける","どける","動詞","N2"
"退屈","たいくつ","名詞","N2"
"代える","かえる","動詞","N2"
"代わる","かわる","動詞","N2"
"代名詞","だいめいし","名詞","N2"
"台詞","せりふ","名詞","N2"
"大","だい","名詞","N2"
"大学院","だいがくいん","名詞","N2"
"大気","たいき","名詞","N2"
"大工","だいく","名詞","N2"
"大使","たいし","名詞","N2"
"大小","だいしょう","名詞","N2"
"大臣","だいじん","名詞","N2"
"大戦","たいせん","名詞","N2"
"大半","たいはん","名詞","N2"
"大部分","だいぶぶん","名詞","N2"
"大凡","おおよそ","名詞","N2"
"大木","たいぼく","名詞","N2"
"大陸","たいりく","名詞","N2"
"第一","だいいち","名詞","N2"
"題","だい","名詞","N2"
"滝","たき","名詞","N2"
"宅","たく","名詞","N2"
"濁る","にごる","動詞","N2"
"只·唯","ただ","副詞","N2"
"但し","ただし","接続詞","N2"
"達する","たっする","動詞","N2"
"奪う","うばう","動詞","N2"
"脱線","だっせん","名詞","N2"
"谷","たに","名詞","N2"
"誰か","だれか","名詞","N2"
"単なる","たんなる","連体詞","N2"
"単位","たんい","名詞","N2"
"単純","たんじゅん","名詞","N2"
"単数","たんすう","名詞","N2"
"担ぐ","かつぐ","動詞","N2"
"探る","さぐる","動詞","N2"
"淡水","たんすい","名詞","N2"
"炭鉱","たんこう","名詞","N2"
"短","たん","名詞","N2"
"短所","たんしょ","名詞","N2"
"短編","たんぺん","名詞","N2"
"端","はし","名詞","N2"
"団","だん","名詞","N2"
"団地","だんち","名詞","N2"
"弾","たま","名詞","N2"
"断定","だんてい","名詞","N2"
"段","だん","名詞","N2"
"段階","だんかい","名詞","N2"
"値","ね","名詞","N2"
"値引き","ねびき","名詞","N2"
"知恵","ちえ","名詞","N2"
"知事","ちじ","名詞","N2"
"知識","ちしき","名詞","N2"
"知能","ちのう","名詞","N2"
"地","ち","名詞","N2"
"地位","ちい","名詞","N2"
"地域","ちいき","名詞","N2"
"地区","ちく","名詞","N2"
"地質","ちしつ","名詞","N2"
"地帯","ちたい","名詞","N2"
"地点","ちてん","名詞","N2"
"地盤","じばん","名詞","N2"
"地平線","ちへいせん","名詞","N2"
"地味","じみ","名詞","N2"
"蓄える","たくわえる","動詞","N2"
"茶","ちゃ","名詞","N2"
"着ける","つける","動詞","N2"
"着せる","きせる","動詞","N2"
"着替え","きがえ","名詞","N2"
"着着","ちゃくちゃく","副詞","N2"
"中身","なかみ","名詞","N2"
"中世","ちゅうせい","名詞","N2"
"中性","ちゅうせい","名詞","N2"
"中途","ちゅうと","名詞","N2"
"中立","ちゅうりつ","名詞","N2"
"仲間","なかま","名詞","N2"
"抽象","ちゅうしょう","名詞","N2"
"注","ちゅう","名詞","N2"
"注す","さす","動詞","N2"
"著わす","あらわす","名詞","N2"
"著者","ちょしゃ","名詞","N2"
"著書","ちょしょ","名詞","N2"
"貯蔵","ちょぞう","名詞","N2"
"兆","ちょう","名詞","N2"
"喋る","しゃべる","動詞","N2"
"庁","ちょう","名詞","N2"
"張り切る","はりきる","動詞","N2"
"彫る","ほる","動詞","N2"
"彫刻","ちょうこく","名詞","N2"
"眺め","ながめ","名詞","N2"
"眺める","ながめる","動詞","N2"
"調節","ちょうせつ","名詞","N2"
"調理","ちょうり","名詞","N2"
"超える","こえる","動詞","N2"
"超す","こす","動詞","N2"
"跳ねる","はねる","動詞","N2"
"跳ぶ","とぶ","動詞","N2"
"長引く","ながびく","動詞","N2"
"長官","ちょうかん","名詞","N2"
"長期","ちょうき","名詞","N2"
"長短","ちょうたん","名詞","N2"
"長方形","ちょうほうけい","名詞","N2"
"頂上","ちょうじょう","名詞","N2"
"頂戴","ちょうだい","名詞","N2"
"頂点","ちょうてん","名詞","N2"
"直","じき","名詞","N2"
"直ちに","ただちに","副詞","N2"
"直に","じかに","副詞","N2"
"直角","ちょっかく","名詞","N2"
"直径","ちょっけい","名詞","N2"
"直流","ちょくりゅう","名詞","N2"
"追いかける","おいかける","動詞","N2"
"追いつく","おいつく","動詞","N2"
"追加","ついか","名詞","N2"
"通","つう","名詞","N2"
"通す","とおす","動詞","N2"
"通ずる","つうずる","動詞","N2"
"通りかかる","とおりかかる","名詞","N2"
"通貨","つうか","名詞","N2"
"通学","つうがく","名詞","N2"
"通知","つうち","名詞","N2"
"通用","つうよう","名詞","N2"
"通路","つうろ","名詞","N2"
"吊る","つる","動詞","N2"
"吊るす","つるす","動詞","N2"
"釣り合う","つりあう","動詞","N2"
"停止","ていし","名詞","N2"
"停留所","ていりゅうじょ","名詞","N2"
"剃刀","かみそり","名詞","N2"
"定価","ていか","名詞","N2"
"定規·定木","じょうぎ","名詞","N2"
"弟子","でし","名詞","N2"
"抵抗","ていこう","名詞","N2"
"梯子","はしご","名詞","N2"
"程","ほど","名詞","N2"
"程度","ていど","名詞","N2"
"締め切る","しめきる","動詞","N2"
"釘","くぎ","名詞","N2"
"敵","てき","名詞","N2"
"的確","てきかく","名詞","N2"
"笛","ふえ","名詞","N2"
"適する","てきする","動詞","N2"
"適確","てきかく","名詞","N2"
"適切","てきせつ","名詞","N2"
"適度","てきど","名詞","N2"
"適用","てきよう","名詞","N2"
"溺れる","おぼれる","動詞","N2"
"哲学","てつがく","名詞","N2"
"徹底","てってい","名詞","N2"
"徹夜","てつや","名詞","N2"
"鉄","てつ","名詞","N2"
"鉄橋","てっきょう","名詞","N2"
"鉄砲","てっぽう","名詞","N2"
"典型","てんけい","名詞","N2"
"天候","てんこう","名詞","N2"
"天皇","てんのう","名詞","N2"
"天然","てんねん","名詞","N2"
"展開","てんかい","名詞","N2"
"店屋","みせや","名詞","N2"
"転転","てんてん","名詞","N2"
"点く","つく","動詞","N2"
"点ける","つける","名詞","N2"
"点数","てんすう","名詞","N2"
"点点","てんてん","名詞","N2"
"伝記","でんき","名詞","N2"
"伝統","でんとう","名詞","N2"
"田","た","名詞","N2"
"田植え","たうえ","名詞","N2"
"田圃","たんぼ","名詞","N2"
"電子","でんし","名詞","N2"
"電池","でんち","名詞","N2"
"電波","でんぱ","名詞","N2"
"電流","でんりゅう","名詞","N2"
"電力","でんりょく","名詞","N2"
"兎に角","とにかく","名詞","N2"
"兎も角","ともかく","名詞","N2"
"吐き気","はきけ","名詞","N2"
"吐く","はく","動詞","N2"
"登録","とうろく","名詞","N2"
"途端","とたん","名詞","N2"
"都会","とかい","名詞","N2"
"都心","としん","名詞","N2"
"努める","つとめる","動詞","N2"
"度度","たびたび","副詞","N2"
"土曜","どよう","名詞","N2"
"怒鳴る","どなる","動詞","N2"
"党","とう","名詞","N2"
"凍える","こごえる","動詞","N2"
"凍る","こおる","動詞","N2"
"刀","かたな","名詞","N2"
"塔","とう","名詞","N2"
"投書","とうしょ","名詞","N2"
"投票","とうひょう","名詞","N2"
"東西","とうざい","名詞","N2"
"盗難","とうなん","名詞","N2"
"湯飲み","ゆのみ","名詞","N2"
"湯気","ゆげ","名詞","N2"
"灯","ひ","名詞","N2"
"灯油","とうゆ","名詞","N2"
"当たる","あたる","動詞","N2"
"当てはまる","あてはまる","副詞","N2"
"当てはめる","あてはめる","動詞","N2"
"当てる","あてる","動詞","N2"
"当時","とうじ","名詞","N2"
"当然","とうぜん","副詞","N2"
"当日","とうじつ","名詞","N2"
"当番","とうばん","名詞","N2"
"等しい","ひとしい","形容詞","N2"
"等分","とうぶん","名詞","N2"
"統一","とういつ","名詞","N2"
"討つ","うつ","動詞","N2"
"討論","とうろん","名詞","N2"
"逃がす","にがす","動詞","N2"
"逃す","のがす","動詞","N2"
"透き","すき","名詞","N2"
"透き間","すきま","名詞","N2"
"透き通る","すきとおる","動詞","N2"
"透明","とうめい","名詞","N2"
"頭痛","ずつう","名詞","N2"
"頭脳","ずのう","名詞","N2"
"動作","どうさ","名詞","N2"
"動詞","どうし","名詞","N2"
"同","どう","接頭詞","N2"
"同一","どういつ","名詞","N2"
"同格","どうかく","名詞","N2"
"同時","どうじ","名詞","N2"
"同様","どうよう","名詞","N2"
"同僚","どうりょう","名詞","N2"
"瞳","ひとみ","名詞","N2"
"童謡","どうよう","名詞","N2"
"童話","どうわ","名詞","N2"
"道順","みちじゅん","名詞","N2"
"道徳","どうとく","名詞","N2"
"銅","どう","名詞","N2"
"峠","とうげ","名詞","N2"
"特殊","とくしゅ","名詞","N2"
"特徴","とくちょう","名詞","N2"
"特長","とくちょう","名詞","N2"
"特定","とくてい","名詞","N2"
"独り","ひとり","名詞","N2"
"独りでに","ひとりでに","副詞","N2"
"独り言","ひとりごと","名詞","N2"
"独特","どくとく","名詞","N2"
"読み","よみ","動詞","N2"
"凸凹","でこぼこ","名詞","N2"
"突き当たり","つきあたり","動詞","N2"
"突き当たる","つきあたる","動詞","N2"
"突く","つく","動詞","N2"
"突っ込む","つっこむ","動詞","N2"
"呑気·暢気·暖気","のんき","名詞","N2"
"鈍い","にぶい","形容詞","N2"
"謎","なぞ","名詞","N2"
"謎謎","なぞなぞ","名詞","N2"
"鍋","なべ","名詞","N2"
"馴れる","なれる","動詞","N2"
"縄","なわ","名詞","N2"
"南極","なんきょく","名詞","N2"
"南米","なんべい","名詞","N2"
"軟らかい","やわらかい","形容詞","N2"
"匂う","におう","動詞","N2"
"虹","にじ","名詞","N2"
"日の出","ひので","名詞","N2"
"日の入り","ひのいり","名詞","N2"
"日陰","ひかげ","名詞","N2"
"日課","にっか","名詞","N2"
"日光","にっこう","名詞","N2"
"日日","ひにち","名詞","N2"
"日本","にっぽん","名詞","N2"
"日曜","にちよう","名詞","N2"
"入れ物","いれもの","名詞","N2"
"如何か","どうか","名詞","N2"
"如何しても","どうしても","副詞","N2"
"認める","みとめる","動詞","N2"
"寧ろ","むしろ","副詞","N2"
"熱する","ねっする","名詞","N2"
"熱帯","ねったい","名詞","N2"
"年度","ねんど","名詞","N2"
"年齢","ねんれい","名詞","N2"
"捻る","ひねる","動詞","N2"
"捻子","ねじ","名詞","N2"
"濃度","のうど","名詞","N2"
"納める","おさめる","動詞","N2"
"納得","なっとく","名詞","N2"
"能","のう","名詞","N2"
"能率","のうりつ","名詞","N2"
"農家","のうか","名詞","N2"
"農業","のうぎょう","名詞","N2"
"農産物","のうさんぶつ","名詞","N2"
"農薬","のうやく","名詞","N2"
"覗く·窺く·覘く","のぞく","名詞","N2"
"派手","はで","名詞","N2"
"破く","やぶく","動詞","N2"
"破産","はさん","名詞","N2"
"破片","はへん","名詞","N2"
"馬鹿","ばか","名詞","N2"
"馬鹿らしい","ばからしい","形容詞","N2"
"俳句","はいく","名詞","N2"
"俳優","はいゆう","名詞","N2"
"拝む","おがむ","動詞","N2"
"背負う","せおう","動詞","N2"
"配分","はいぶん","名詞","N2"
"売り切れる","うりきれる","動詞","N2"
"売れ行き","うれゆき","名詞","N2"
"秤","はかり","名詞","N2"
"博士","はかせ","名詞","N2"
"白","しろ","名詞","N2"
"白髪","しらが","名詞","N2"
"薄める","うすめる","動詞","N2"
"迫る","せまる","動詞","N2"
"爆発","ばくはつ","名詞","N2"
"肌","はだ","名詞","N2"
"肌着","はだぎ","名詞","N2"
"鉢","はち","名詞","N2"
"発揮","はっき","名詞","N2"
"発掘","はっくつ","名詞","N2"
"発行","はっこう","名詞","N2"
"発射","はっしゃ","名詞","N2"
"発条·撥条","ばね","名詞","N2"
"髪の毛","かみのけ","名詞","N2"
"罰","ばつ","名詞","N2"
"罰する","ばっする","動詞","N2"
"伴う","ともなう","動詞","N2"
"判こ","はんこ","名詞","N2"
"判事","はんじ","名詞","N2"
"判断","はんだん","名詞","N2"
"半ば","なかば","名詞","N2"
"半径","はんけい","名詞","N2"
"半島","はんとう","名詞","N2"
"反","はん","接頭詞","N2"
"反って","かえって","動詞","N2"
"反る","かえる","動詞","N2"
"反映","はんえい","名詞","N2"
"反応","はんのう","名詞","N2"
"反抗","はんこう","名詞","N2"
"犯罪","はんざい","名詞","N2"
"番地","ばんち","名詞","N2"
"卑怯","ひきょう","名詞","N2"
"否","いえ","接続詞","N2"
"否定","ひてい","名詞","N2"
"彼方此方","あちこち","名詞","N2"
"悲劇","ひげき","名詞","N2"
"批判","ひはん","名詞","N2"
"批評","ひひょう","名詞","N2"
"比較","ひかく","名詞","N2"
"比較的","ひかくてき","副詞","N2"
"疲れ","つかれ","名詞","N2"
"疲労","ひろう","名詞","N2"
"皮","かわ","名詞","N2"
"皮肉","ひにく","名詞","N2"
"皮膚","ひふ","名詞","N2"
"秘密","ひみつ","名詞","N2"
"被せる","かぶせる","動詞","N2"
"非常","ひじょう","名詞","N2"
"非難","ひなん","名詞","N2"
"備える","そなえる","動詞","N2"
"微妙","びみょう","名詞","N2"
"膝","ひざ","名詞","N2"
"肘·肱·臂","ひじ","名詞","N2"
"必死","ひっし","名詞","N2"
"必需品","ひつじゅひん","名詞","N2"
"筆者","ひっしゃ","名詞","N2"
"百科事典","ひゃっかじてん","名詞","N2"
"標識","ひょうしき","名詞","N2"
"標準","ひょうじゅん","名詞","N2"
"標本","ひょうほん","名詞","N2"
"評価","ひょうか","名詞","N2"
"評判","ひょうばん","名詞","N2"
"評論","ひょうろん","名詞","N2"
"描く·画く","かく","動詞","N2"
"貧困","ひんこん","名詞","N2"
"頻りに","しきりに","副詞","N2"
"瓶","びん","名詞","N2"
"不安","ふあん","名詞","N2"
"不運","ふうん","名詞","N2"
"不可","ふか","名詞","N2"
"不規則","ふきそく","名詞","N2"
"不潔","ふけつ","名詞","N2"
"不幸","ふこう","名詞","N2"
"不思議","ふしぎ","名詞","N2"
"不自由","ふじゆう","名詞","N2"
"不図","ふと","名詞","N2"
"不正","ふせい","名詞","N2"
"不通","ふつう","名詞","N2"
"不平","ふへい","名詞","N2"
"不利","ふり","名詞","N2"
"付き","つき","名詞","N2"
"付き合い","つきあい","名詞","N2"
"付近·附近","ふきん","名詞","N2"
"付属","ふぞく","名詞","N2"
"夫人","ふじん","名詞","N2"
"婦人","ふじん","名詞","N2"
"布","ぬの","名詞","N2"
"敷く","しく","動詞","N2"
"敷地","しきち","名詞","N2"
"普及","ふきゅう","名詞","N2"
"浮かぶ","うかぶ","動詞","N2"
"父母","ふぼ","名詞","N2"
"符号","ふごう","名詞","N2"
"負担","ふたん","名詞","N2"
"撫でる","なでる","動詞","N2"
"武器","ぶき","名詞","N2"
"武士","ぶし","名詞","N2"
"部","ぶ","名詞","N2"
"部首","ぶしゅ","名詞","N2"
"風船","ふうせん","名詞","N2"
"風呂","ふろ","名詞","N2"
"風呂敷","ふろしき","名詞","N2"
"副","ふく","接頭詞","N2"
"副詞","ふくし","名詞","N2"
"服装","ふくそう","名詞","N2"
"複写","ふくしゃ","名詞","N2"
"複数","ふくすう","名詞","N2"
"覆う","おおう","動詞","N2"
"払い込む","はらいこむ","動詞","N2"
"仏","ほとけ","名詞","N2"
"物すごい","ものすごい","形容詞","N2"
"物音","ものおと","名詞","N2"
"物語る","ものがたる","動詞","N2"
"物指し","ものさし","名詞","N2"
"物事","ものごと","名詞","N2"
"物質","ぶっしつ","名詞","N2"
"物騒","ぶっそう","名詞","N2"
"分解","ぶんかい","名詞","N2"
"分析","ぶんせき","名詞","N2"
"分布","ぶんぷ","名詞","N2"
"分野","ぶんや","名詞","N2"
"分量","ぶんりょう","名詞","N2"
"分類","ぶんるい","名詞","N2"
"噴火","ふんか","名詞","N2"
"噴水","ふんすい","名詞","N2"
"焚く","たく","動詞","N2"
"粉","こな","名詞","N2"
"文","ぶん","名詞","N2"
"文芸","ぶんげい","名詞","N2"
"文体","ぶんたい","名詞","N2"
"文脈","ぶんみゃく","名詞","N2"
"文明","ぶんめい","名詞","N2"
"兵隊","へいたい","名詞","N2"
"塀","へい","名詞","N2"
"平ら","たいら","名詞","N2"
"平等","びょうどう","名詞","N2"
"平野","へいや","名詞","N2"
"閉会","へいかい","名詞","N2"
"別荘","べっそう","名詞","N2"
"偏る","かたよる","動詞","N2"
"編","へん","名詞","N2"
"編み物","あみもの","名詞","N2"
"編む","あむ","動詞","N2"
"辺り","あたり","名詞","N2"
"便","びん","名詞","N2"
"便り","たより","名詞","N2"
"便所","べんじょ","名詞","N2"
"便箋","びんせん","名詞","N2"
"保健","ほけん","名詞","N2"
"保証","ほしょう","名詞","N2"
"捕らえる","とらえる","動詞","N2"
"捕る","とる","動詞","N2"
"補う","おぎなう","動詞","N2"
"募集","ぼしゅう","名詞","N2"
"墓","はか","名詞","N2"
"暮れ","くれ","名詞","N2"
"包装","ほうそう","名詞","N2"
"包帯","ほうたい","名詞","N2"
"呆れる","あきれる","動詞","N2"
"崩す","くずす","動詞","N2"
"崩れる","くずれる","動詞","N2"
"抱える","かかえる","動詞","N2"
"放す","はなす","動詞","N2"
"放る","ほうる","動詞","N2"
"放れる","はなれる","動詞","N2"
"放出","ほうしゅつ","名詞","N2"
"方·片","かた","名詞","N2"
"方角","ほうがく","名詞","N2"
"方言","ほうげん","名詞","N2"
"方向","ほうこう","名詞","N2"
"方針","ほうしん","名詞","N2"
"方程式","ほうていしき","名詞","N2"
"法","ほう","名詞","N2"
"縫う","ぬう","動詞","N2"
"訪問","ほうもん","名詞","N2"
"豊か","ゆたか","名詞","N2"
"豊富","ほうふ","名詞","N2"
"飽く迄","あくまで","副詞","N2"
"坊さん","ぼうさん","名詞","N2"
"坊や","ぼうや","名詞","N2"
"妨げる","さまたげる","動詞","N2"
"暴れる","あばれる","動詞","N2"
"暴力","ぼうりょく","名詞","N2"
"望み","のぞみ","名詞","N2"
"望む","のぞむ","動詞","N2"
"望遠鏡","ぼうえんきょう","名詞","N2"
"棒","ぼう","名詞","N2"
"冒険","ぼうけん","名詞","N2"
"膨らます","ふくらます","動詞","N2"
"膨らむ","ふくらむ","動詞","N2"
"膨大","ぼうだい","名詞","N2"
"防ぐ","ふせぐ","動詞","N2"
"防止","ぼうし","名詞","N2"
"防犯","ぼうはん","名詞","N2"
"吠える","ほえる","動詞","N2"
"頬","ほお","名詞","N2"
"北極","ほっきょく","名詞","N2"
"墨","すみ","名詞","N2"
"牧場","ぼくじょう","名詞","N2"
"牧畜","ぼくちく","名詞","N2"
"堀","ほり","名詞","N2"
"本の","ほんの","名詞","N2"
"本来","ほんらい","名詞","N2"
"盆","ぼん","名詞","N2"
"盆地","ぼんち","名詞","N2"
"摩擦","まさつ","名詞","N2"
"枚数","まいすう","名詞","N2"
"幕","まく","名詞","N2"
"枕","まくら","名詞","N2"
"末","すえ","名詞","N2"
"万一","まんいち","副詞","N2"
"万歳","ばんざい","名詞","N2"
"満ちる","みちる","動詞","N2"
"味噌","みそ","名詞","N2"
"未","み","接頭詞","N2"
"未満","みまん","名詞","N2"
"魅力","みりょく","名詞","N2"
"岬","みさき","名詞","N2"
"密","みつ","名詞","N2"
"妙","みょう","名詞","N2"
"民主","みんしゅ","名詞","N2"
"民謡","みんよう","名詞","N2"
"務め","つとめ","名詞","N2"
"務める","つとめる","動詞","N2"
"無し","なし","形容詞","N2"
"無限","むげん","名詞","N2"
"無沙汰","ぶさた","名詞","N2"
"無事","ぶじ","名詞","N2"
"無数","むすう","名詞","N2"
"矛盾","むじゅん","名詞","N2"
"霧","きり","名詞","N2"
"名詞","めいし","名詞","N2"
"名字","みょうじ","名詞","N2"
"名所","めいしょ","名詞","N2"
"名物","めいぶつ","名詞","N2"
"命じる","めいじる","動詞","N2"
"命ずる","めいずる","動詞","N2"
"命令","めいれい","名詞","N2"
"明かり","あかり","名詞","N2"
"明くる","あくる","形容詞","N2"
"明け方","あけがた","名詞","N2"
"明明後日","しあさって","名詞","N2"
"迷信","めいしん","名詞","N2"
"銘銘","めいめい","名詞","N2"
"姪","めい","名詞","N2"
"滅茶苦茶","めちゃくちゃ","名詞","N2"
"綿","めん","名詞","N2"
"面","めん","名詞","N2"
"面積","めんせき","名詞","N2"
"茂る","しげる","動詞","N2"
"毛皮","けがわ","名詞","N2"
"儲かる","もうかる","動詞","N2"
"儲ける","もうける","動詞","N2"
"木材","もくざい","名詞","N2"
"木曜","もくよう","名詞","N2"
"黙る","だまる","動詞","N2"
"目安","めやす","名詞","N2"
"目印","めじるし","名詞","N2"
"目指す·目差す","めざす","動詞","N2"
"目次","もくじ","名詞","N2"
"目出度い","めでたい","形容詞","N2"
"餅","もち","名詞","N2"
"尤も","もっとも","接続詞","N2"
"問い","とい","名詞","N2"
"問答","もんどう","名詞","N2"
"夜行","やこう","名詞","N2"
"野生","やせい","名詞","N2"
"野老","ところ","名詞","N2"
"矢印","やじるし","名詞","N2"
"厄介","やっかい","名詞","N2"
"役","やく","名詞","N2"
"役割","やくわり","名詞","N2"
"役者","やくしゃ","名詞","N2"
"役所","やくしょ","名詞","N2"
"役人","やくにん","名詞","N2"
"役目","やくめ","名詞","N2"
"約","やく","接頭詞","N2"
"薬缶","やかん","名詞","N2"
"薬品","やくひん","名詞","N2"
"訳す","やくす","動詞","N2"
"愉快","ゆかい","名詞","N2"
"愈·愈愈·弥弥","いよいよ","名詞","N2"
"油断","ゆだん","名詞","N2"
"輸血","ゆけつ","名詞","N2"
"輸送","ゆそう","名詞","N2"
"唯","たった","副詞","N2"
"唯一","ゆいいつ","名詞","N2"
"優れる","すぐれる","動詞","N2"
"優秀","ゆうしゅう","名詞","N2"
"優勝","ゆうしょう","名詞","N2"
"悠悠","ゆうゆう","名詞","N2"
"有らゆる","あらゆる","動詞","N2"
"有り難う","ありがとう","形容詞","N2"
"有効","ゆうこう","名詞","N2"
"有能","ゆうのう","名詞","N2"
"有無","うむ","名詞","N2"
"有利","ゆうり","名詞","N2"
"湧く","わく","動詞","N2"
"遊園地","ゆうえんち","名詞","N2"
"夕刊","ゆうかん","名詞","N2"
"予感","よかん","名詞","N2"
"予期","よき","名詞","N2"
"予測","よそく","名詞","N2"
"予備","よび","名詞","N2"
"余る","あまる","動詞","N2"
"余計","よけい","副詞","N2"
"余所·他所","よそ","名詞","N2"
"余分","よぶん","名詞","N2"
"余裕","よゆう","名詞","N2"
"与党","よとう","名詞","N2"
"幼稚","ようち","名詞","N2"
"容易","ようい","名詞","N2"
"容器","ようき","名詞","N2"
"容積","ようせき","名詞","N2"
"曜日","ようび","名詞","N2"
"様子","ようす","名詞","N2"
"様様","さまざま","名詞","N2"
"溶ける","とける","動詞","N2"
"溶け込む","とけこむ","動詞","N2"
"溶岩","ようがん","名詞","N2"
"用いる","もちいる","動詞","N2"
"用語","ようご","名詞","N2"
"用紙","ようし","名詞","N2"
"用心","ようじん","名詞","N2"
"羊毛","ようもう","名詞","N2"
"要するに","ようするに","副詞","N2"
"要旨","ようし","名詞","N2"
"要素","ようそ","名詞","N2"
"要点","ようてん","名詞","N2"
"要領","ようりょう","名詞","N2"
"陽ざし","ひざし","名詞","N2"
"陽気","ようき","名詞","N2"
"養分","ようぶん","名詞","N2"
"浴衣","ゆかた","名詞","N2"
"翼","つばさ","名詞","N2"
"裸","はだか","名詞","N2"
"来","らい","動詞","N2"
"来日","らいにち","名詞","N2"
"頼る","たよる","動詞","N2"
"雷","かみなり","名詞","N2"
"落第","らくだい","名詞","N2"
"乱れる","みだれる","動詞","N2"
"乱暴","らんぼう","名詞","N2"
"嵐","あらし","名詞","N2"
"欄","らん","名詞","N2"
"利益","りえき","名詞","N2"
"利害","りがい","名詞","N2"
"裏口","うらぐち","名詞","N2"
"裏切る","うらぎる","動詞","N2"
"裏返す","うらがえす","動詞","N2"
"離す","はなす","動詞","N2"
"離れる","はなれる","動詞","N2"
"陸","りく","名詞","N2"
"率","りつ","名詞","N2"
"率直","そっちょく","名詞","N2"
"立場","たちば","名詞","N2"
"略·粗","ほぼ","副詞","N2"
"略す","りゃくす","動詞","N2"
"流れ","ながれ","名詞","N2"
"流域","りゅういき","名詞","N2"
"流行る","はやる","動詞","N2"
"流石","さすが","副詞","N2"
"留まる","とまる","動詞","N2"
"留める","とめる","動詞","N2"
"粒","つぶ","名詞","N2"
"寮","りょう","名詞","N2"
"料","りょう","名詞","N2"
"涼む","すずむ","動詞","N2"
"領","りょう","名詞","N2"
"領事","りょうじ","名詞","N2"
"領収","りょうしゅう","名詞","N2"
"力強い","ちからづよい","形容詞","N2"
"臨時","りんじ","名詞","N2"
"例","れい","名詞","N2"
"例える","たとえる","動詞","N2"
"礼","れい","名詞","N2"
"礼儀","れいぎ","名詞","N2"
"鈴","すず","名詞","N2"
"零点","れいてん","名詞","N2"
"列島","れっとう","名詞","N2"
"劣る","おとる","動詞","N2"
"恋しい","こいしい","形容詞","N2"
"煉瓦","れんが","名詞","N2"
"連れ","つれ","名詞","N2"
"連合","れんごう","名詞","N2"
"連想","れんそう","名詞","N2"
"連続","れんぞく","名詞","N2"
"労働","ろうどう","名詞","N2"
"朗らか","ほがらか","名詞","N2"
"麓","ふもと","名詞","N2"
"論","ろん","名詞","N2"
"論ずる","ろんずる","動詞","N2"
"論争","ろんそう","名詞","N2"
"論文","ろんぶん","名詞","N2"
"和","わ","名詞","N2"
"和英","わえい","名詞","N2"
"和服","わふく","名詞","N2"
"話しかける","はなしかける","動詞","N2"
"脇","わき","名詞","N2"
"詫びる","わびる","動詞","N2"
"椀","わん","名詞","N2"
"湾","わん","名詞","N2"
"丼","どんぶり","名詞","N2"
"凭れる·靠れる","もたれる","動詞","N2"
"唸る","うなる","動詞","N2"
"喩え","たとえ","名詞","N2"
"嗅ぐ","かぐ","動詞","N2"
"囁く","ささやく","動詞","N2"
"巫山戯る","ふざける","動詞","N2"
"抓る","つねる","動詞","N2"
"拵える","こしらえる","動詞","N2"
"捩る","ねじる","動詞","N2"
"揉む","もむ","動詞","N2"
"揶揄う","からかう","名詞","N2"
"曖昧","あいまい","名詞","N2"
"洒落","しゃれ","名詞","N2"
"炙る","あぶる","動詞","N2"
"狡い","ずるい","形容詞","N2"
"痺れる","しびれる","動詞","N2"
"皺","しわ","名詞","N2"
"瞼","まぶた","名詞","N2"
"箒","ほうき","名詞","N2"
"籠","かご","名詞","N2"
"絨毯·絨緞","じゅうたん","名詞","N2"
"臍","へそ","名詞","N2"
"襤褸","ぼろ","名詞","N2"
"諄い","くどい","名詞","N2"
"贅沢","ぜいたく","名詞","N2"
"躊躇う","ためらう","動詞","N2"
"躓く","つまずく","動詞","N2"
"軈て","やがて","副詞","N2"
"轢く","ひく","動詞","N2"
"銜える","くわえる","動詞","N2"
"鋏","はさみ","名詞","N2"
"頷く","うなずく","動詞","N2"
"饂飩","うどん","名詞","N2"
"黴","かび","名詞","N2"
"齧る","かじる","動詞","N2"
"剝がす","はがす","名詞","N2"
"噦り","しゃっくり","名詞","N2"
"塡める","はめる","名詞","N2"
"屢屢","しばしば","名詞","N2"
"搔く","かく","名詞","N2"
"簞笥","たんす","名詞","N2"
"繫がり","つながり","名詞","N2"
"繫がる","つながる","名詞","N2"
