한자표기,읽기(히라가나),품사,JLPT레벨
"的","まと","名詞","N1"
"適応","てきおう","名詞","N1"
"適宜","てきぎ","名詞","N1"
"適性","てきせい","名詞","N1"
"徹する","てっする","動詞","N1"
"鉄鋼","てっこう","名詞","N1"
"鉄棒","てつぼう","名詞","N1"
"天","てん","名詞","N1"
"天下","てんか","名詞","N1"
"天才","てんさい","名詞","N1"
"天災","てんさい","名詞","N1"
"天体","てんたい","名詞","N1"
"天地","てんち","名詞","N1"
"天辺","てっぺん","名詞","N1"
"展望","てんぼう","名詞","N1"
"添う","そう","動詞","N1"
"添える","そえる","動詞","N1"
"纏まり","まとまり","動詞","N1"
"纏め","まとめ","動詞","N1"
"転じる","てんじる","動詞","N1"
"転ずる","てんずる","動詞","N1"
"転回","てんかい","名詞","N1"
"転換","てんかん","名詞","N1"
"転居","てんきょ","名詞","N1"
"転勤","てんきん","名詞","N1"
"転校","てんこう","名詞","N1"
"転任","てんにん","名詞","N1"
"転落","てんらく","名詞","N1"
"点検","てんけん","名詞","N1"
"点線","てんせん","名詞","N1"
"伝説","でんせつ","名詞","N1"
"伝達","でんたつ","名詞","N1"
"伝来","でんらい","名詞","N1"
"殿様","とのさま","名詞","N1"
"田園","でんえん","名詞","N1"
"電源","でんげん","名詞","N1"
"兎角","とかく","副詞","N1"
"妬む","ねたむ","動詞","N1"
"登校","とうこう","名詞","N1"
"賭","かけ","名詞","N1"
"賭ける","かける","動詞","N1"
"途上","とじょう","名詞","N1"
"途切れる","とぎれる","動詞","N1"
"途絶える","とだえる","動詞","N1"
"努めて","つとめて","動詞","N1"
"度忘れ","どわすれ","名詞","N1"
"土手","どて","名詞","N1"
"土台","どだい","副詞","N1"
"土俵","どひょう","名詞","N1"
"土木","どぼく","名詞","N1"
"奴","やつ","名詞","N1"
"倒産","とうさん","名詞","N1"
"冬眠","とうみん","名詞","N1"
"投げ出す","なげだす","動詞","N1"
"投資","とうし","名詞","N1"
"投入","とうにゅう","名詞","N1"
"当","とう","接頭詞","N1"
"当たり","あたり","名詞","N1"
"当て","あて","副詞","N1"
"当て字","あてじ","名詞","N1"
"当人","とうにん","名詞","N1"
"当選","とうせん","名詞","N1"
"等級","とうきゅう","名詞","N1"
"筒","つつ","名詞","N1"
"統合","とうごう","名詞","N1"
"統治","とうち","名詞","N1"
"統制","とうせい","名詞","N1"
"統率","とうそつ","名詞","N1"
"到達","とうたつ","名詞","N1"
"到底","とうてい","副詞","N1"
"蕩ける","とろける","動詞","N1"
"討議","とうぎ","名詞","N1"
"踏まえる","ふまえる","動詞","N1"
"踏み込む","ふみこむ","動詞","N1"
"逃げ出す","にげだす","動詞","N1"
"逃れる","のがれる","動詞","N1"
"逃走","とうそう","名詞","N1"
"逃亡","とうぼう","名詞","N1"
"陶器","とうき","名詞","N1"
"動き","うごき","名詞","N1"
"動員","どういん","名詞","N1"
"動機","どうき","名詞","N1"
"動向","どうこう","名詞","N1"
"動的","どうてき","名詞","N1"
"動揺","どうよう","名詞","N1"
"動力","どうりょく","名詞","N1"
"同意","どうい","名詞","N1"
"同感","どうかん","名詞","N1"
"同級","どうきゅう","名詞","N1"
"同居","どうきょ","名詞","N1"
"同士","どうし","名詞","N1"
"同志","どうし","名詞","N1"
"同情","どうじょう","名詞","N1"
"同調","どうちょう","名詞","N1"
"同等","どうとう","名詞","N1"
"同封","どうふう","名詞","N1"
"同盟","どうめい","名詞","N1"
"堂堂","どうどう","副詞","N1"
"導く","みちびく","動詞","N1"
"導入","どうにゅう","名詞","N1"
"憧れ","あこがれ","動詞","N1"
"胴","どう","名詞","N1"
"道場","どうじょう","名詞","N1"
"得点","とくてん","名詞","N1"
"特技","とくぎ","名詞","N1"
"特許","とっきょ","名詞","N1"
"特権","とっけん","名詞","N1"
"特産","とくさん","名詞","N1"
"特集","とくしゅう","名詞","N1"
"特派","とくは","名詞","N1"
"特有","とくゆう","名詞","N1"
"独裁","どくさい","名詞","N1"
"独自","どくじ","名詞","N1"
"独占","どくせん","名詞","N1"
"独創","どくそう","名詞","N1"
"読み上げる","よみあげる","動詞","N1"
"突っ張る","つっぱる","動詞","N1"
"突っ突く","つっつく","動詞","N1"
"突如","とつじょ","副詞","N1"
"突破","とっぱ","名詞","N1"
"届け","とどけ","名詞","N1"
"鈍る","にぶる","動詞","N1"
"鈍感","どんかん","名詞","N1"
"内閣","ないかく","名詞","N1"
"内緒","ないしょ","名詞","N1"
"内心","ないしん","名詞","N1"
"内蔵","ないぞう","名詞","N1"
"内訳","うちわけ","名詞","N1"
"内乱","ないらん","名詞","N1"
"内陸","ないりく","名詞","N1"
"馴れ馴れしい","なれなれしい","形容詞","N1"
"難","なん","名詞","N1"
"賑わう","にぎわう","動詞","N1"
"肉親","にくしん","名詞","N1"
"肉体","にくたい","名詞","N1"
"日ごろ","ひごろ","副詞","N1"
"日の丸","ひのまる","名詞","N1"
"日向","ひなた","名詞","N1"
"日取り","ひどり","名詞","N1"
"日焼け","ひやけ","名詞","N1"
"日夜","にちや","名詞","N1"
"乳","ちち","名詞","N1"
"入手","にゅうしゅ","名詞","N1"
"入賞","にゅうしょう","名詞","N1"
"如何に","いかに","副詞","N1"
"如何にも","いかにも","副詞","N1"
"尿","にょう","名詞","N1"
"任す","まかす","動詞","N1"
"任務","にんむ","名詞","N1"
"任命","にんめい","名詞","N1"
"妊娠","にんしん","名詞","N1"
"認識","にんしき","名詞","N1"
"熱意","ねつい","名詞","N1"
"熱湯","ねっとう","名詞","N1"
"熱量","ねつりょう","名詞","N1"
"年ごろ","としごろ","名詞","N1"
"年賀","ねんが","名詞","N1"
"年鑑","ねんかん","名詞","N1"
"年号","ねんごう","名詞","N1"
"年長","ねんちょう","名詞","N1"
"年輪","ねんりん","名詞","N1"
"念","ねん","名詞","N1"
"念願","ねんがん","名詞","N1"
"燃焼","ねんしょう","名詞","N1"
"燃料","ねんりょう","名詞","N1"
"粘り","ねばり","動詞","N1"
"粘る","ねばる","動詞","N1"
"乃至","ないし","接続詞","N1"
"悩ましい","なやましい","形容詞","N1"
"悩ます","なやます","動詞","N1"
"悩み","なやみ","名詞","N1"
"納まる","おさまる","動詞","N1"
"納入","のうにゅう","名詞","N1"
"脳","のう","名詞","N1"
"農耕","のうこう","名詞","N1"
"農場","のうじょう","名詞","N1"
"農地","のうち","名詞","N1"
"把握","はあく","名詞","N1"
"派","は","名詞","N1"
"派遣","はけん","名詞","N1"
"破壊","はかい","名詞","N1"
"破棄","はき","名詞","N1"
"破損","はそん","名詞","N1"
"破裂","はれつ","名詞","N1"
"罵る","ののしる","動詞","N1"
"馬鹿馬鹿しい","ばかばかしい","形容詞","N1"
"廃棄","はいき","名詞","N1"
"廃止","はいし","名詞","N1"
"拝啓","はいけい","名詞","N1"
"拝借","はいしゃく","名詞","N1"
"排除","はいじょ","名詞","N1"
"排水","はいすい","名詞","N1"
"敗","はい","名詞","N1"
"敗戦","はいせん","名詞","N1"
"敗北","はいぼく","名詞","N1"
"背く","そむく","動詞","N1"
"背景","はいけい","名詞","N1"
"背後","はいご","名詞","N1"
"肺","はい","名詞","N1"
"配給","はいきゅう","名詞","N1"
"配置","はいち","名詞","N1"
"配布","はいふ","名詞","N1"
"配慮","はいりょ","名詞","N1"
"配列","はいれつ","名詞","N1"
"倍率","ばいりつ","名詞","N1"
"梅干し","うめぼし","名詞","N1"
"売り出し","うりだし","名詞","N1"
"売り出す","うりだす","動詞","N1"
"賠償","ばいしょう","名詞","N1"
"這う","はう","動詞","N1"
"白状","はくじょう","名詞","N1"
"薄弱","はくじゃく","名詞","N1"
"迫害","はくがい","名詞","N1"
"漠然","ばくぜん","名詞","N1"
"爆弾","ばくだん","名詞","N1"
"爆破","ばくは","名詞","N1"
"発育","はついく","名詞","N1"
"発芽","はつが","名詞","N1"
"発言","はつげん","名詞","N1"
"発作","ほっさ","名詞","N1"
"発生","はっせい","名詞","N1"
"発足","ほっそく","名詞","N1"
"発病","はつびょう","名詞","N1"
"抜かす","ぬかす","動詞","N1"
"抜け出す","ぬけだす","動詞","N1"
"判","はん","名詞","N1"
"判決","はんけつ","名詞","N1"
"判定","はんてい","名詞","N1"
"半端","はんぱ","名詞","N1"
"反らす","そらす","動詞","N1"
"反感","はんかん","名詞","N1"
"反響","はんきょう","名詞","N1"
"反撃","はんげき","名詞","N1"
"反射","はんしゃ","名詞","N1"
"反発","はんぱつ","名詞","N1"
"反乱","はんらん","名詞","N1"
"斑","むら","名詞","N1"
"氾濫","はんらん","名詞","N1"
"版","はん","名詞","N1"
"版画","はんが","名詞","N1"
"犯す","おかす","動詞","N1"
"班","はん","名詞","N1"
"繁栄","はんえい","名詞","N1"
"繁殖","はんしょく","名詞","N1"
"繁盛","はんじょう","名詞","N1"
"煩わしい","わずらわしい","形容詞","N1"
"晩年","ばんねん","名詞","N1"
"卑しい","いやしい","形容詞","N1"
"否決","ひけつ","名詞","N1"
"否否","いやいや","接続詞","N1"
"庇う","かばう","動詞","N1"
"悲観","ひかん","名詞","N1"
"悲惨","ひさん","名詞","N1"
"悲鳴","ひめい","名詞","N1"
"扉","とびら","名詞","N1"
"比重","ひじゅう","名詞","N1"
"比率","ひりつ","名詞","N1"
"比例","ひれい","名詞","N1"
"碑","ひ","名詞","N1"
"秘書","ひしょ","名詞","N1"
"費やす","ついやす","動詞","N1"
"避難","ひなん","名詞","N1"
"非行","ひこう","名詞","N1"
"備え付ける","そなえつける","動詞","N1"
"備わる","そなわる","動詞","N1"
"尾","お","名詞","N1"
"微か","かすか","名詞","N1"
"微笑","びしょう","名詞","N1"
"微塵","みじん","名詞","N1"
"微量","びりょう","名詞","N1"
"眉","まゆ","名詞","N1"
"美","び","名詞","N1"
"匹敵","ひってき","名詞","N1"
"必修","ひっしゅう","名詞","N1"
"必然","ひつぜん","名詞","N1"
"標語","ひょうご","名詞","N1"
"漂う","ただよう","動詞","N1"
"票","ひょう","名詞","N1"
"描写","びょうしゃ","名詞","N1"
"病む","やむ","動詞","N1"
"苗","なえ","名詞","N1"
"品質","ひんしつ","名詞","N1"
"品種","ひんしゅ","名詞","N1"
"浜","はま","名詞","N1"
"浜辺","はまべ","名詞","N1"
"貧弱","ひんじゃく","名詞","N1"
"貧乏","びんぼう","名詞","N1"
"頻繁","ひんぱん","名詞","N1"
"敏感","びんかん","名詞","N1"
"不意","ふい","名詞","N1"
"不可欠","ふかけつ","名詞","N1"
"不吉","ふきつ","名詞","N1"
"不況","ふきょう","名詞","N1"
"不景気","ふけいき","名詞","N1"
"不在","ふざい","名詞","N1"
"不順","ふじゅん","名詞","N1"
"不審","ふしん","名詞","N1"
"不振","ふしん","名詞","N1"
"不調","ふちょう","名詞","N1"
"不当","ふとう","名詞","N1"
"不動産","ふどうさん","名詞","N1"
"不評","ふひょう","名詞","N1"
"不服","ふふく","名詞","N1"
"不明","ふめい","名詞","N1"
"不良","ふりょう","名詞","N1"
"付け加える","つけくわえる","動詞","N1"
"付録","ふろく","名詞","N1"
"富","とみ","名詞","N1"
"富む","とむ","動詞","N1"
"富豪","ふごう","名詞","N1"
"布巾","ふきん","名詞","N1"
"布告","ふこく","名詞","N1"
"扶養","ふよう","名詞","N1"
"普遍","ふへん","名詞","N1"
"浮気","うわき","名詞","N1"
"浮力","ふりょく","名詞","N1"
"腐敗","ふはい","名詞","N1"
"負う","おう","動詞","N1"
"負かす","まかす","動詞","N1"
"負債","ふさい","名詞","N1"
"負傷","ふしょう","名詞","N1"
"赴く","おもむく","動詞","N1"
"赴任","ふにん","名詞","N1"
"侮辱","ぶじょく","名詞","N1"
"武装","ぶそう","名詞","N1"
"武力","ぶりょく","名詞","N1"
"舞う","まう","動詞","N1"
"部門","ぶもん","名詞","N1"
"封","ふう","名詞","N1"
"封建","ほうけん","名詞","N1"
"封鎖","ふうさ","名詞","N1"
"風車","ふうしゃ","名詞","N1"
"風習","ふうしゅう","名詞","N1"
"風俗","ふうぞく","名詞","N1"
"風土","ふうど","名詞","N1"
"復活","ふっかつ","名詞","N1"
"復旧","ふっきゅう","名詞","N1"
"復興","ふっこう","名詞","N1"
"福","ふく","名詞","N1"
"福祉","ふくし","名詞","N1"
"腹立ち","はらだち","動詞","N1"
"複合","ふくごう","名詞","N1"
"覆す","くつがえす","動詞","N1"
"覆面","ふくめん","名詞","N1"
"沸騰","ふっとう","名詞","N1"
"仏像","ぶつぞう","名詞","N1"
"物議","ぶつぎ","名詞","N1"
"物好き","ものずき","名詞","N1"
"物資","ぶっし","名詞","N1"
"物足りない","ものたりない","形容詞","N1"
"物体","ぶったい","名詞","N1"
"分業","ぶんぎょう","名詞","N1"
"分散","ぶんさん","名詞","N1"
"分子","ぶんし","名詞","N1"
"分担","ぶんたん","名詞","N1"
"分配","ぶんぱい","名詞","N1"
"分母","ぶんぼ","名詞","N1"
"分離","ぶんり","名詞","N1"
"分列","ぶんれつ","名詞","N1"
"噴出","ふんしゅつ","名詞","N1"
"憤慨","ふんがい","名詞","N1"
"奮闘","ふんとう","名詞","N1"
"粉粉","こなごな","名詞","N1"
"粉末","ふんまつ","名詞","N1"
"紛らわしい","まぎらわしい","形容詞","N1"
"紛れる","まぎれる","動詞","N1"
"紛失","ふんしつ","名詞","N1"
"紛争","ふんそう","名詞","N1"
"文語","ぶんご","名詞","N1"
"兵器","へいき","名詞","N1"
"兵士","へいし","名詞","N1"
"平たい","ひらたい","形容詞","N1"
"平常","へいじょう","副詞","N1"
"平方","へいほう","名詞","N1"
"柄","え","名詞","N1"
"並びに","ならびに","接続詞","N1"
"並み","なみ","名詞","N1"
"並列","へいれつ","名詞","N1"
"閉口","へいこう","名詞","N1"
"閉鎖","へいさ","名詞","N1"
"偏見","へんけん","名詞","N1"
"変革","へんかく","名詞","N1"
"変遷","へんせん","名詞","N1"
"変動","へんどう","名詞","N1"
"片","かた","名詞","N1"
"片言","かたこと","名詞","N1"
"片付け","かたづけ","名詞","N1"
"辺·畔","ほとり","名詞","N1"
"返還","へんかん","名詞","N1"
"返済","へんさい","名詞","N1"
"返答","へんとう","名詞","N1"
"便宜","べんぎ","名詞","N1"
"弁解","べんかい","名詞","N1"
"弁護","べんご","名詞","N1"
"弁償","べんしょう","名詞","N1"
"弁論","べんろん","名詞","N1"
"保つ","たもつ","動詞","N1"
"保育","ほいく","名詞","N1"
"保温","ほおん","名詞","N1"
"保管","ほかん","名詞","N1"
"保険","ほけん","名詞","N1"
"保護","ほご","名詞","N1"
"保守","ほしゅ","名詞","N1"
"保障","ほしょう","名詞","N1"
"保養","ほよう","名詞","N1"
"舗装","ほそう","名詞","N1"
"捕獲","ほかく","名詞","N1"
"捕鯨","ほげい","名詞","N1"
"捕虜","ほりょ","名詞","N1"
"歩み","あゆみ","名詞","N1"
"歩む","あゆむ","動詞","N1"
"補給","ほきゅう","名詞","N1"
